name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_routing_area,total_routing_time,total_wire_length
00_router_bench_MIN_ROUTE_CHAN_WIDTH,23,21.7224,0,6.8380100000000005e-09,426,0.04,0.08,14.24,1.88650e+06,14.24,9232
