Startpoint,Data_Arrival_Time,Data_Required_Time,Slack,Status,Port_Name,Port_Delay,Library_Setup_Time
rst_ (input port clocked by ideal_clock),0.48,1.898,1.418,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.48,1.898,1.418,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.48,1.898,1.418,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.479,1.898,1.419,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.419,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.48,1.899,1.42,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.422,1.842,1.42,MET,,,
rst_ (input port clocked by ideal_clock),0.479,1.899,1.42,MET,,,-0.081
rst_ (input port clocked by ideal_clock),0.477,1.898,1.422,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.477,1.898,1.422,MET,,,-0.082
ivch_1 (input port clocked by ideal_clock),0.471,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.471,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.471,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.471,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.471,1.892,1.422,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.476,1.898,1.422,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.897,1.422,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.476,1.898,1.422,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.476,1.898,1.422,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.476,1.898,1.422,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.467,1.889,1.422,MET,,,-0.091
rst_ (input port clocked by ideal_clock),0.467,1.889,1.422,MET,,,-0.091
rst_ (input port clocked by ideal_clock),0.467,1.889,1.422,MET,,,-0.091
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.476,1.898,1.422,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.897,1.422,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.475,1.897,1.422,MET,,,-0.083
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.47,1.892,1.422,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.474,1.897,1.422,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.474,1.897,1.422,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.474,1.897,1.422,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.474,1.897,1.422,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.474,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.475,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.474,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.474,1.898,1.423,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.474,1.898,1.424,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.474,1.898,1.424,MET,,,-0.082
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.478,1.903,1.425,MET,,,-0.077
rst_ (input port clocked by ideal_clock),0.478,1.903,1.425,MET,,,-0.077
rst_ (input port clocked by ideal_clock),0.478,1.903,1.425,MET,,,-0.077
rst_ (input port clocked by ideal_clock),0.478,1.903,1.425,MET,,,-0.077
rst_ (input port clocked by ideal_clock),0.478,1.903,1.425,MET,,,-0.077
rst_ (input port clocked by ideal_clock),0.478,1.903,1.425,MET,,,-0.077
rst_ (input port clocked by ideal_clock),0.473,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.472,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.472,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.472,1.897,1.425,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.472,1.897,1.426,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.472,1.897,1.426,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.471,1.897,1.426,MET,,,-0.083
ivch_1 (input port clocked by ideal_clock),0.466,1.892,1.426,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.466,1.892,1.426,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.466,1.892,1.426,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.466,1.892,1.426,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.466,1.892,1.426,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.471,1.897,1.426,MET,,,-0.083
ivch_1 (input port clocked by ideal_clock),0.465,1.892,1.427,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.465,1.892,1.427,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.465,1.892,1.427,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.465,1.892,1.427,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.465,1.892,1.427,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.464,1.891,1.427,MET,,,-0.089
rst_ (input port clocked by ideal_clock),0.47,1.897,1.427,MET,,,-0.083
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.469,1.897,1.428,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.469,1.897,1.428,MET,,,-0.083
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.464,1.892,1.428,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.469,1.897,1.428,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.469,1.897,1.428,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.469,1.897,1.428,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.469,1.897,1.428,MET,,,-0.083
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_1 (input port clocked by ideal_clock),0.463,1.892,1.429,MET,,,-0.088
ivch_2 (input port clocked by ideal_clock),0.468,1.898,1.429,MET,,,
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
rst_ (input port clocked by ideal_clock),0.472,1.902,1.43,MET,,,-0.078
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.46,1.89,1.43,MET,,,-0.09
rst_ (input port clocked by ideal_clock),0.466,1.897,1.43,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.43,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.43,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.466,1.897,1.431,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.465,1.897,1.432,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.465,1.897,1.432,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.465,1.897,1.432,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.465,1.897,1.432,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.465,1.897,1.432,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.465,1.897,1.432,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.471,1.904,1.433,MET,,,-0.076
rst_ (input port clocked by ideal_clock),0.471,1.904,1.433,MET,,,-0.076
rst_ (input port clocked by ideal_clock),0.471,1.904,1.433,MET,,,-0.076
rst_ (input port clocked by ideal_clock),0.471,1.904,1.433,MET,,,-0.076
rst_ (input port clocked by ideal_clock),0.471,1.904,1.433,MET,,,-0.076
rst_ (input port clocked by ideal_clock),0.477,1.911,1.433,MET,,,
ivch_4 (input port clocked by ideal_clock),0.458,1.892,1.434,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.458,1.892,1.434,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.458,1.892,1.434,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.458,1.892,1.434,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.458,1.892,1.434,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.456,1.89,1.434,MET,,,-0.09
rst_ (input port clocked by ideal_clock),0.456,1.89,1.434,MET,,,-0.09
rst_ (input port clocked by ideal_clock),0.47,1.905,1.435,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.47,1.905,1.435,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.47,1.905,1.435,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.47,1.905,1.435,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.455,1.891,1.436,MET,,,-0.089
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
rst_ (input port clocked by ideal_clock),0.454,1.89,1.436,MET,,,-0.09
rst_ (input port clocked by ideal_clock),0.454,1.89,1.436,MET,,,-0.09
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.457,1.893,1.436,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.456,1.893,1.437,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.456,1.893,1.437,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.456,1.893,1.437,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.456,1.893,1.437,MET,,,-0.087
ivch_1 (input port clocked by ideal_clock),0.456,1.893,1.437,MET,,,-0.087
rst_ (input port clocked by ideal_clock),0.468,1.905,1.437,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.468,1.905,1.437,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.468,1.905,1.437,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.468,1.905,1.437,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.466,1.905,1.438,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.466,1.905,1.438,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.466,1.905,1.438,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.466,1.905,1.438,MET,,,-0.075
rst_ (input port clocked by ideal_clock),0.473,1.912,1.439,MET,,,
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.457,1.897,1.44,MET,,,-0.083
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
ivch_4 (input port clocked by ideal_clock),0.452,1.892,1.44,MET,,,-0.088
rst_ (input port clocked by ideal_clock),0.456,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.44,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.472,1.913,1.441,MET,,,
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.45,1.891,1.441,MET,,,-0.089
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,-0.083
rst_ (input port clocked by ideal_clock),0.456,1.897,1.441,MET,,,
