name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_noc_MIN_ROUTE_CHAN_WIDTH,94,16.1583,3,1.93807e-09,683,0.05,0.51,60.72,161691,1.76833e+07,60.72,26952
