name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_noc_MIN_ROUTE_CHAN_WIDTH,119,19.3941,2,4.9031600000000005e-06,677,0.28,1.23,46.42,107797,4.49110e+06,46.42,32233
