Startpoint,Data_Arrival_Time,Data_Required_Time,Slack,Status,Port_Name,Port_Delay,Library_Setup_Time
channel_in_ip[202],0.124,1.944,1.82,MET,channel_in_ip[202],0.021,-0.036
channel_in_ip[179],0.124,1.944,1.821,MET,channel_in_ip[179],0.021,-0.036
channel_in_ip[190],0.124,1.944,1.821,MET,channel_in_ip[190],0.02,-0.036
channel_in_ip[149],0.124,1.944,1.821,MET,channel_in_ip[149],0.021,-0.036
channel_in_ip[155],0.123,1.944,1.821,MET,channel_in_ip[155],0.021,-0.036
channel_in_ip[160],0.123,1.944,1.821,MET,channel_in_ip[160],0.021,-0.036
channel_in_ip[349],0.123,1.944,1.821,MET,channel_in_ip[349],0.02,-0.036
channel_in_ip[203],0.123,1.944,1.821,MET,channel_in_ip[203],0.02,-0.036
channel_in_ip[171],0.123,1.944,1.821,MET,channel_in_ip[171],0.021,-0.036
channel_in_ip[157],0.123,1.945,1.821,MET,channel_in_ip[157],0.021,-0.035
channel_in_ip[185],0.123,1.945,1.821,MET,channel_in_ip[185],0.02,-0.035
channel_in_ip[205],0.123,1.945,1.822,MET,channel_in_ip[205],0.02,-0.035
channel_in_ip[193],0.123,1.945,1.822,MET,channel_in_ip[193],0.018,-0.035
channel_in_ip[206],0.123,1.945,1.822,MET,channel_in_ip[206],0.018,-0.035
channel_in_ip[182],0.123,1.945,1.822,MET,channel_in_ip[182],0.02,-0.035
channel_in_ip[153],0.123,1.945,1.822,MET,channel_in_ip[153],0.02,-0.035
channel_in_ip[196],0.123,1.945,1.822,MET,channel_in_ip[196],0.02,-0.035
channel_in_ip[209],0.123,1.945,1.822,MET,channel_in_ip[209],0.02,-0.035
channel_in_ip[151],0.123,1.945,1.822,MET,channel_in_ip[151],0.02,-0.035
channel_in_ip[207],0.123,1.945,1.822,MET,channel_in_ip[207],0.017,-0.035
channel_in_ip[189],0.123,1.945,1.822,MET,channel_in_ip[189],0.02,-0.035
channel_in_ip[198],0.123,1.945,1.822,MET,channel_in_ip[198],0.02,-0.035
channel_in_ip[191],0.122,1.945,1.822,MET,channel_in_ip[191],0.017,-0.035
channel_in_ip[186],0.122,1.945,1.822,MET,channel_in_ip[186],0.02,-0.035
channel_in_ip[208],0.122,1.945,1.822,MET,channel_in_ip[208],0.02,-0.035
channel_in_ip[197],0.122,1.945,1.823,MET,channel_in_ip[197],0.017,-0.035
channel_in_ip[195],0.122,1.945,1.823,MET,channel_in_ip[195],0.017,-0.035
channel_in_ip[199],0.121,1.945,1.824,MET,channel_in_ip[199],0.016,-0.035
channel_in_ip[200],0.121,1.945,1.824,MET,channel_in_ip[200],0.018,-0.035
channel_in_ip[187],0.121,1.945,1.824,MET,channel_in_ip[187],0.019,-0.035
channel_in_ip[192],0.121,1.945,1.824,MET,channel_in_ip[192],0.018,-0.035
channel_in_ip[201],0.121,1.945,1.825,MET,channel_in_ip[201],0.018,-0.035
channel_in_ip[3],0.103,1.94,1.837,MET,channel_in_ip[3],0.002,-0.04
channel_in_ip[2],0.102,1.94,1.837,MET,channel_in_ip[2],0.002,-0.04
channel_in_ip[74],0.103,1.942,1.838,MET,channel_in_ip[74],0.003,-0.038
channel_in_ip[75],0.103,1.942,1.838,MET,channel_in_ip[75],0.003,-0.038
channel_in_ip[72],0.103,1.942,1.838,MET,channel_in_ip[72],0.003,-0.038
channel_in_ip[73],0.103,1.942,1.839,MET,channel_in_ip[73],0.003,-0.038
channel_in_ip[4],0.102,1.942,1.84,MET,channel_in_ip[4],0.002,-0.038
channel_in_ip[5],0.102,1.942,1.84,MET,channel_in_ip[5],0.002,-0.038
channel_in_ip[214],0.102,1.942,1.84,MET,channel_in_ip[214],0.002,-0.038
channel_in_ip[212],0.102,1.942,1.841,MET,channel_in_ip[212],0.001,-0.038
channel_in_ip[215],0.102,1.942,1.841,MET,channel_in_ip[215],0.001,-0.038
channel_in_ip[213],0.101,1.942,1.841,MET,channel_in_ip[213],0.001,-0.038
