name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_routing_area,total_routing_time,total_wire_length
00_router_bench_MIN_ROUTE_CHAN_WIDTH,21,21.7224,0,6.8380100000000005e-09,426,0.03,0.07,13.19,1.88650e+06,13.19,9232
